Id,Prediction
209,	8.705170510074756862e+01
210,	8.876092971323238601e+01
211,	8.813758085809013210e+01
212,	8.946829816678379643e+01
213,	9.027196781399962333e+01
214,	8.361123785046345347e+01
215,	8.514343721858361391e+01
216,	8.391235449070374841e+01
217,	8.984737352335761784e+01
218,	9.083993967131605984e+01
219,	8.931651665366635484e+01
220,	9.215509721182318970e+01
221,	8.443172058330769403e+01
222,	8.688081999897701735e+01
223,	8.767984597828386484e+01
224,	9.145577403534375094e+01
225,	8.797591712739851744e+01
226,	8.911720950629445781e+01
227,	9.398540782332473498e+01
228,	8.739900718918647726e+01
229,	9.193560749262830711e+01
230,	8.446708841562599446e+01
231,	8.479405183503668297e+01
232,	8.830092660685515682e+01
233,	8.566308922131837278e+01
234,	8.791556243149015870e+01
235,	8.790131308407437416e+01
236,	8.086003161961089347e+01
237,	8.530349443721679847e+01
238,	8.670078642147289827e+01
239,	8.924813349868858836e+01
240,	8.764535956114372084e+01
241,	8.339024073726791642e+01
242,	9.261473171244466585e+01
243,	9.079195207454546335e+01
244,	9.409285266527034253e+01
245,	9.013389421937023371e+01
246,	8.894722851745741821e+01
247,	8.853404669539229133e+01
248,	8.685606325136011208e+01
249,	8.764715281213112519e+01
250,	8.292164086405173862e+01
251,	8.714818157326237724e+01
252,	8.634114478069469101e+01
253,	8.970518283882006472e+01
254,	8.735021814564899501e+01
255,	8.633436743694355187e+01
256,	8.721729396184639427e+01
257,	8.923239944608246788e+01
258,	9.005509479763409786e+01
259,	8.487229387766312527e+01
260,	8.724995179490585429e+01
261,	9.058109745220087916e+01
262,	9.089283650738840947e+01
263,	9.127839764959325919e+01
264,	8.512544817845959244e+01
265,	8.278056171321146905e+01
266,	9.204746292075218150e+01
267,	8.727967807681341128e+01
268,	8.764284638876395661e+01
269,	8.584203671614004350e+01
270,	9.281585259202182669e+01
271,	8.882197529354854737e+01
272,	9.095653485967636698e+01
273,	8.802847933762932087e+01
274,	8.749664583566024589e+01
275,	8.660186354512262596e+01
276,	8.753107271408333645e+01
277,	9.172806631886521700e+01
278,	8.727943951274910717e+01
279,	8.409276821601642382e+01
280,	8.800671795038040557e+01
281,	8.795282542969430040e+01
282,	9.147316115350723464e+01
283,	9.114981686701013075e+01
284,	8.715778903768278951e+01
285,	9.096877690970397623e+01
286,	8.852314596763552856e+01
287,	8.316496824523598264e+01
288,	8.929932048759208385e+01
289,	9.224700062413501200e+01
290,	8.640541829503546012e+01
291,	8.559499563932725152e+01
292,	8.879634063159981849e+01
293,	8.432461612594551070e+01
294,	8.744243264795694870e+01
295,	8.862351236047051373e+01
296,	8.970896885654752850e+01
297,	8.937626989551127110e+01
298,	8.415182085724606509e+01
299,	8.629306647121376272e+01
300,	8.671437683250989892e+01
301,	8.354465611918783452e+01
302,	9.074478455333787963e+01
303,	8.789784570113718587e+01
304,	9.179627029041805031e+01
305,	9.133188283491878678e+01
306,	8.439933010164533300e+01
307,	8.694024397193246045e+01
308,	8.849188556405029260e+01
309,	8.942751892006901926e+01
310,	8.571948115010728486e+01
311,	8.461334435359847816e+01
312,	9.082232127031400637e+01
313,	8.536402183062544680e+01
314,	8.756837286732391590e+01
315,	9.166045078310310146e+01
316,	8.629769320382266073e+01
317,	8.905868316132948337e+01
318,	8.468702399722729979e+01
319,	8.456598979053643461e+01
320,	9.128854087804099038e+01
321,	8.905072872009144191e+01
322,	9.250267142975415879e+01
323,	9.060668786374137085e+01
324,	9.054396205848847501e+01
325,	8.986692793173382654e+01
326,	8.966829776338514080e+01
327,	8.502209192197180698e+01
328,	8.767986219295055150e+01
329,	8.987852671136019467e+01
330,	8.789984955555163992e+01
331,	8.492011677763706246e+01
332,	8.906912176542164161e+01
333,	8.756824310922316101e+01
334,	8.984506804382712630e+01
335,	8.875828484744079105e+01
336,	8.999504107048497303e+01
337,	9.630905380225304668e+01
338,	8.962056078857517605e+01
339,	8.921491963711777373e+01
340,	8.734717971890370336e+01
341,	8.536361883198040346e+01
342,	8.558227732229094897e+01
343,	9.011779788348968623e+01
344,	8.812999333953403891e+01
345,	8.856203590504436818e+01
346,	8.777081388145667518e+01
347,	8.695261962500420339e+01
348,	8.725067297117372789e+01
349,	8.837895401301703657e+01
350,	8.415795767443404429e+01
351,	8.595670698359049311e+01
352,	8.690879787553960512e+01
353,	8.571171599591605172e+01
354,	8.799190509966456375e+01
355,	8.494100784080717403e+01
356,	8.677866569174479139e+01
357,	8.821712386756799162e+01
358,	8.738518275434769578e+01
359,	9.067832605297671478e+01
360,	8.519241583186355626e+01
361,	8.528348424913426129e+01
362,	8.475240980137938607e+01
363,	8.566760380435840716e+01
364,	8.817173094027880609e+01
365,	9.026348352050767687e+01
366,	8.541575126087100500e+01
367,	8.947395310387410916e+01
368,	8.714914553934406172e+01
369,	8.275981914591858413e+01
370,	8.960632826809967355e+01
371,	8.797014330606073429e+01
372,	8.436608851329140180e+01
373,	8.564987803101209352e+01
374,	8.666243381523722178e+01
375,	8.456423715564301347e+01
376,	8.732943875107041265e+01
377,	8.487136798934835724e+01
378,	9.448514980619196990e+01
379,	9.227043739422612134e+01
380,	8.994730234272792302e+01
381,	9.209966444152064469e+01
382,	8.374302393519351995e+01
383,	8.714971434763411651e+01
384,	8.732141248563118552e+01
385,	8.655875428233321145e+01
386,	9.258082156621867398e+01
387,	8.654734166975963205e+01
388,	8.454671137252570645e+01
389,	9.208024392509216227e+01
390,	8.891063422776215930e+01
391,	8.527792871611710268e+01
392,	8.885763501536497699e+01
393,	8.946356350412781921e+01
394,	9.267377779686206907e+01
395,	9.011893766524339355e+01
396,	8.966991984764713663e+01
397,	8.600885464102486822e+01
398,	8.548400337383939984e+01
399,	8.918357896156506115e+01
400,	8.743384703821588744e+01
401,	8.461876976284678165e+01
402,	8.812993719385850966e+01
403,	8.828187582754104312e+01
404,	9.490953218875041841e+01
405,	8.913950867411453771e+01
406,	8.552297246540085496e+01
407,	8.842262960036843822e+01
408,	8.484291145295013337e+01
409,	8.398671482918986442e+01
410,	8.965745121144391305e+01
411,	8.749363142153346473e+01
412,	8.598965870852948967e+01
413,	8.885111947353794903e+01
414,	8.638902984323827638e+01
415,	8.591110567445440438e+01
416,	8.749532980176522301e+01
417,	8.769445153924169745e+01
418,	8.863459354141096469e+01
419,	8.807029171726546224e+01
420,	8.719562239509097878e+01
421,	8.880605502374771731e+01
422,	8.777932928508693067e+01
423,	8.803147772373287694e+01
424,	9.019140768578466805e+01
425,	8.839931146570474141e+01
426,	8.690141251497568931e+01
427,	9.026028839720663655e+01
428,	8.709574991941408939e+01
429,	9.430772258699640531e+01
430,	8.656746459585849607e+01
431,	8.687532143419957720e+01
432,	9.094157735052100122e+01
433,	8.707281449324042910e+01
434,	8.623219522507018553e+01
435,	8.116623500529983914e+01
436,	9.102790552274566949e+01
437,	8.792275931839687075e+01
438,	9.222266905057603026e+01
439,	8.605382081977232644e+01
440,	8.746072584911728143e+01
441,	8.792800369907034508e+01
442,	9.109166383199467987e+01
443,	9.017719953775214492e+01
444,	8.595465961885574302e+01
445,	8.811196514889002174e+01
446,	8.855369057366331731e+01
447,	8.929391644838544551e+01
448,	8.657059459142607238e+01
449,	8.299582068366298415e+01
450,	8.566634508319398833e+01
451,	8.422291375318401663e+01
452,	8.414998985938728993e+01
453,	8.380358620112802726e+01
454,	8.706621343492820131e+01
455,	8.444170981995537772e+01
456,	8.985637651513545165e+01
457,	8.642988152951750180e+01
458,	9.249194992553624672e+01
459,	8.810333862837583752e+01
460,	8.899280049607146736e+01
461,	9.119789850467515180e+01
462,	9.047631312133738390e+01
463,	8.882826253562092234e+01
464,	8.745273893815576116e+01
465,	8.618789487762035151e+01
466,	8.911239181434012835e+01
467,	8.786620744565129826e+01
468,	8.808865380242042420e+01
469,	8.814878741587219224e+01
470,	9.169437218489724728e+01
471,	8.372151125969925545e+01
472,	9.458174323474528933e+01
473,	8.264968996084822095e+01
474,	8.835987525476406290e+01
475,	8.480607512023004801e+01
476,	8.890867899211910697e+01
477,	8.861789198100413500e+01
478,	9.192632312230935554e+01
479,	9.100947487186554952e+01
480,	8.991260658168982900e+01
481,	8.767876268708000964e+01
482,	8.736462385882926185e+01
483,	8.428612434078429771e+01
484,	8.784809533479895549e+01
485,	8.913369600842028717e+01
486,	8.767344105320984227e+01
487,	8.881917934591083963e+01
488,	8.657012145131632508e+01
489,	8.628082908088120462e+01
490,	9.161127191756983734e+01
491,	8.474420647662805095e+01
492,	8.697406267284591763e+01
493,	8.977090311805280010e+01
494,	8.488511832850522865e+01
495,	8.645740845107398798e+01
496,	8.665012733550541668e+01
497,	8.642035257682361760e+01
498,	8.778842719396780581e+01
499,	8.924332643342627591e+01
500,	9.070725216790458489e+01
501,	8.829835516444236987e+01
502,	9.036753297815229757e+01
503,	8.383202616698611109e+01
504,	8.410815762756145375e+01
505,	9.124245966581287348e+01
506,	8.815069270351827413e+01
507,	8.902166360915440180e+01
508,	8.836438301951164931e+01
509,	8.592749900501983973e+01
510,	8.582853617406389901e+01
511,	8.291660051558352507e+01
512,	9.027280788899612674e+01
513,	8.647290637918894163e+01
514,	8.508570063686075002e+01
515,	8.822779408342067597e+01
516,	8.589831466233617618e+01
517,	8.809821606067606581e+01
518,	9.061759851393998133e+01
519,	8.802418636724912915e+01
520,	9.387924109481946289e+01
521,	9.022107660293876563e+01
522,	8.521231766494264548e+01
523,	8.601357077850373400e+01
524,	8.733794781167149779e+01
525,	9.289873355017095946e+01
526,	8.726905436008038919e+01
527,	9.100868050422130295e+01
528,	9.085359068415888828e+01
529,	8.911997404042061532e+01
530,	9.051887355985941497e+01
531,	9.158382868942894106e+01
532,	8.708919082182450211e+01
533,	8.988833185920630342e+01
534,	8.922253632871810680e+01
535,	9.480007848944451609e+01
536,	8.793145515740307872e+01
537,	8.671704404324700022e+01
538,	8.908357911065733958e+01
539,	8.917657484654947098e+01
540,	9.142504462196762915e+01
541,	8.823190925251851979e+01
542,	8.356860566834342308e+01
543,	9.191807823129144595e+01
544,	9.211026664240455375e+01
545,	8.704047918223753300e+01
546,	9.015228076364581966e+01
547,	8.644902227098930325e+01
548,	8.515202987750386399e+01
549,	8.867555564225577314e+01
550,	8.673882293457381820e+01
551,	8.849694481634973897e+01
552,	8.886682394071435453e+01
553,	9.147945501815382841e+01
554,	8.558575686035298702e+01
555,	8.704242274927857181e+01
556,	8.418472248175828554e+01
557,	8.760014295162413589e+01
558,	9.214944447798222882e+01
559,	8.823253306490343562e+01
560,	9.184865507382217231e+01
561,	8.547808347491303493e+01
562,	8.869262722347299643e+01
563,	8.900783494826937670e+01
564,	8.860766431417351896e+01
565,	9.164476069335353259e+01
566,	8.907207819490712097e+01
567,	8.692855215575112027e+01
568,	8.981792573457560991e+01
569,	9.527722014712864507e+01
570,	8.698421011672394343e+01
571,	9.292127085264573338e+01
572,	9.215785234962741868e+01
573,	8.441665751335690970e+01
574,	9.035887460496442714e+01
575,	8.737232776994164851e+01
576,	8.631118475689717684e+01
577,	8.817454969352557725e+01
578,	8.615626706383568489e+01
579,	8.716124153791096774e+01
580,	8.909037820438015842e+01
581,	8.680008277313507392e+01
582,	8.938092212548500015e+01
583,	8.623696059856278850e+01
584,	8.769869652060509679e+01
585,	8.380900374383858775e+01
586,	8.490573609774676811e+01
587,	8.473990584475805576e+01
588,	8.503527362886262608e+01
589,	9.051271417509997264e+01
590,	9.166580802015630525e+01
591,	8.437046288120777149e+01
592,	8.852635794774353428e+01
593,	8.956027733241757005e+01
594,	8.576626440086586456e+01
595,	8.715222403098911741e+01
596,	9.222070443547160323e+01
597,	8.868867593018133277e+01
598,	8.569961279458638614e+01
599,	8.774975314796111547e+01
600,	8.621282523163921496e+01
601,	9.243755102165052051e+01
602,	9.070659495863687027e+01
603,	8.562407205493178708e+01
604,	8.906195459222901434e+01
605,	8.614200367784769696e+01
606,	8.425473718539227264e+01
607,	8.887795214064742311e+01
608,	8.390450704107165336e+01
609,	8.817466451403006999e+01
610,	9.169457642162974764e+01
611,	8.988831195285530384e+01
612,	8.938268981872393226e+01
613,	8.386225436248267329e+01
614,	8.825216945971284588e+01
615,	8.600164230113844610e+01
616,	9.193011882353113151e+01
617,	8.778569965882920201e+01
618,	8.838301253531400903e+01
619,	9.269985515069366500e+01
620,	9.180011351900895988e+01
621,	8.312824661613669264e+01
622,	9.083974877978846507e+01
623,	8.916812427773778893e+01
624,	8.521668445750177057e+01
625,	8.832716989908723804e+01
626,	9.076316189188068506e+01
627,	8.691799350293716486e+01
628,	8.703494755095897517e+01
629,	8.691567557945248268e+01
630,	8.732927931823596168e+01
631,	8.054392111233133278e+01
632,	8.317805101331630624e+01
633,	8.697553155399749869e+01
634,	8.799332678856147538e+01
635,	9.075696356830940204e+01
636,	8.767209611815037817e+01
637,	8.418353743699341862e+01
638,	8.395282460074180619e+01
639,	9.033028673069678405e+01
640,	8.675210801062243604e+01
641,	8.335313757409254265e+01
642,	9.050464176531869498e+01
643,	9.321607333173082566e+01
644,	8.713611076345631545e+01
645,	8.908740506341612786e+01
646,	8.548869113372860795e+01
647,	8.473441802648578403e+01
648,	8.950669905006741089e+01
649,	8.883662712569079645e+01
650,	8.926966711625492223e+01
651,	8.800794208650128780e+01
652,	8.817296242427093489e+01
653,	8.528928750678140602e+01
654,	8.803437466334040096e+01
655,	8.442946318005412820e+01
656,	8.681819951683512215e+01
657,	9.141507078370197803e+01
658,	8.535623574388991130e+01
659,	8.727620520281442396e+01
660,	8.354264839443804647e+01
661,	9.212051586517668511e+01
662,	8.820191914257618748e+01
663,	8.765292109802446419e+01
664,	8.595862146339113963e+01
665,	8.942982236376931837e+01
666,	8.297467072294124080e+01
667,	8.854450363992991413e+01
668,	8.856942127937688269e+01
669,	8.862711806968681572e+01
670,	8.968966736672487627e+01
671,	8.865832476655417338e+01
672,	8.847365960405306851e+01
673,	9.046950437773180909e+01
674,	8.930466831026875241e+01
675,	8.246975270436013261e+01
676,	8.762704682869380690e+01
677,	8.696877275457227086e+01
678,	8.969301172499672248e+01
679,	9.212719235672676632e+01
680,	9.313272770043100479e+01
681,	8.321877625349034702e+01
682,	8.763254628922879874e+01
683,	9.235906382376975898e+01
684,	8.531331190774749018e+01
685,	8.654850760959764955e+01
686,	8.470090295790417656e+01
687,	8.878869149087884693e+01
688,	8.793337803645542294e+01
689,	8.718030336630128829e+01
690,	8.561716595977291888e+01
691,	8.865779194539810248e+01
692,	8.659500094253456837e+01
693,	8.823545019339573514e+01
694,	8.764461574534767863e+01
695,	9.390531536497306320e+01
696,	8.805227577112212600e+01
697,	8.617952405552287587e+01
698,	8.389211670263996723e+01
699,	8.435666000182506252e+01
700,	8.886674377672167680e+01
701,	8.892301014732038311e+01
702,	8.991490850066850271e+01
703,	8.909444505266583292e+01
704,	9.201850212824487585e+01
705,	8.960291492763896315e+01
706,	9.283128397473645066e+01
707,	8.817176430362169981e+01
708,	8.731706371563601010e+01
709,	8.845784990071668119e+01
710,	8.652317491035483954e+01
711,	9.020477733692246147e+01
712,	8.790238351089539037e+01
713,	9.244645771823395819e+01
714,	8.427922493303776719e+01
715,	8.686493399499745749e+01
716,	8.494026231718379449e+01
717,	8.637137554113718352e+01
718,	8.984334516934933390e+01
719,	8.840248870142804094e+01
720,	8.723534364080160231e+01
721,	9.050120522172296944e+01
722,	9.265873136642480290e+01
723,	8.929867342067039715e+01
724,	9.298006985564937565e+01
725,	8.900025141465576439e+01
726,	9.030903448278368728e+01
727,	8.709570133422201366e+01
728,	8.319924510894048808e+01
729,	8.800973751886093055e+01
730,	8.893949235111733742e+01
731,	8.956626574459036760e+01
732,	8.527942033397312116e+01
733,	8.942576090165125891e+01
734,	9.152862294117272768e+01
735,	8.468406611507985815e+01
736,	9.377280275469399839e+01
737,	8.795951711840214671e+01
738,	8.657406812100796856e+01
739,	8.651350459907219204e+01
740,	9.049425144490449213e+01
741,	8.900322059088934168e+01
742,	8.706426753771408755e+01
743,	8.563065581376056912e+01
744,	8.661259153937852773e+01
745,	9.045574762916446332e+01
746,	8.908476334988935719e+01
747,	8.548242522568581592e+01
748,	8.805730641395442149e+01
749,	8.350883726327009526e+01
750,	9.400742326086026424e+01
751,	9.116509703125190356e+01
752,	8.553100662610995641e+01
753,	9.236268314647310262e+01
754,	8.877161978246364527e+01
755,	8.683154945305543038e+01
756,	8.970153530324111557e+01
757,	8.813961957310159789e+01
758,	9.094552602779252481e+01
759,	8.788488092444215738e+01
760,	8.717527344255201172e+01
761,	8.878889885855586783e+01
762,	9.041258582388280729e+01
763,	8.914006623640877081e+01
764,	8.535013288793155084e+01
765,	9.029362360583760960e+01
766,	9.046172611581275191e+01
767,	8.514299989983084060e+01
768,	8.851719041215662287e+01
769,	8.682825958869437954e+01
770,	9.007823809787583969e+01
771,	8.610972541731972285e+01
772,	8.667281159952710823e+01
773,	9.226399430492827491e+01
774,	8.946224759934048620e+01
775,	8.579400600699628399e+01
776,	8.454493864407936599e+01
777,	8.739398560611549271e+01
778,	8.809820469331330628e+01
779,	8.553084221569761780e+01
780,	8.610225049283808119e+01
781,	8.649870509459438495e+01
782,	8.526057667765553560e+01
783,	8.611920515755954852e+01
784,	9.064414682000571588e+01
785,	8.991636034808399813e+01
786,	8.893195421100725184e+01
787,	8.782640972795762480e+01
788,	8.584321005691997186e+01
789,	9.257922699993517313e+01
790,	9.115916911346214135e+01
791,	8.877802607029691728e+01
792,	9.085351509196696895e+01
793,	8.842364997986828712e+01
794,	8.925993860283507786e+01
795,	8.111766731943018272e+01
796,	8.990351175289416119e+01
797,	8.797915710550978474e+01
798,	9.220714441495090341e+01
799,	8.385517366724461397e+01
800,	8.534053396060272689e+01
801,	8.780993019995376869e+01
802,	8.921773353766275250e+01
803,	8.465126637951523492e+01
804,	9.400593098275649595e+01
805,	8.715470534284658299e+01
806,	9.042350357926903826e+01
807,	8.553570942921605536e+01
808,	9.124551733571449574e+01
809,	8.820426026516723539e+01
810,	8.733714708125512516e+01
811,	9.128951106333900611e+01
812,	9.004956122819784525e+01
813,	9.483136775959010834e+01
814,	8.508999194508533037e+01
815,	8.813750362125432503e+01
816,	8.653956405028245058e+01
817,	9.007834686775896671e+01
818,	8.725768270138107141e+01
819,	9.094471421941868527e+01
820,	8.887221450291535518e+01
821,	9.014294830806056780e+01
822,	8.435673991679234973e+01
823,	8.803952978356063852e+01
824,	9.496992555360039034e+01
825,	8.972438846937285462e+01
826,	8.544968678172411103e+01
827,	9.221999330676338502e+01
828,	8.793026870128821315e+01
829,	8.955014643364158644e+01
830,	8.927908935939743174e+01
831,	8.528400740727076368e+01
832,	8.652670249676181413e+01
833,	8.335735226721176616e+01
834,	8.953161026204085715e+01
835,	9.150906478603418748e+01
836,	8.495470222862790877e+01
837,	8.580625270950166339e+01
838,	8.674251978267317043e+01
839,	8.532268209957996419e+01
840,	8.844766860760654481e+01
841,	9.122503052095765952e+01
842,	9.014587712793495200e+01
843,	9.133061930602892176e+01
844,	8.630219564218073458e+01
845,	8.859522549529951618e+01
846,	9.120058800642149777e+01
847,	8.876369026323840217e+01
848,	8.994356012266874245e+01
849,	9.079013800204262452e+01
850,	8.905186091345068178e+01
851,	8.661174882190900348e+01
852,	8.616035828133853158e+01
853,	8.467141559222243075e+01
854,	8.543515210012104433e+01
855,	8.787028455274196403e+01
856,	8.791567010038569663e+01
857,	8.838993414979630359e+01
858,	8.564457401757960042e+01
859,	8.654407885057239014e+01
860,	8.636526881217577056e+01
861,	9.264824952608130104e+01
862,	8.390562456639881361e+01
863,	8.962407670747380450e+01
864,	8.867962283105642030e+01
865,	8.867439519274334714e+01
866,	8.261328107813181987e+01
867,	9.053721504244199991e+01
868,	8.896375555544911151e+01
869,	8.668411034140206084e+01
870,	8.982687030316668597e+01
871,	8.152859155998649499e+01
872,	9.157348573009386428e+01
873,	8.681320593570214328e+01
874,	8.493667063683224683e+01
875,	8.904053278142254158e+01
876,	8.820652692478083168e+01
877,	8.823318264369227393e+01
878,	8.692893089124515882e+01
879,	8.490359713693378296e+01
880,	8.811700909434135554e+01
881,	9.221285256191136170e+01
882,	8.993838215197459363e+01
883,	8.840192666447987335e+01
884,	9.007825871829331277e+01
885,	8.712024004685511613e+01
886,	9.212016729208683330e+01
887,	8.634879633593006076e+01
888,	8.481951310620975448e+01
889,	8.916893488225994702e+01
890,	9.145366689128799464e+01
891,	8.786033955035817655e+01
892,	8.932655422434973502e+01
893,	8.555243392189973406e+01
894,	8.571428407669947092e+01
895,	8.083515628425631405e+01
896,	8.830200002639763568e+01
897,	9.033685396339181750e+01
898,	8.762903561763197047e+01
899,	8.333205995368224706e+01
900,	8.343571823850626856e+01
901,	9.063977206176978996e+01
902,	8.732485456542650581e+01
903,	8.883393310538734511e+01
904,	8.780476186042699283e+01
905,	9.266591548186485738e+01
906,	8.971414225101506190e+01
907,	8.598967285122009230e+01
908,	9.134508287363979662e+01
909,	8.419459626842360933e+01
910,	8.924640415991076736e+01
911,	8.886380679345998601e+01
912,	8.831332727854039888e+01
913,	8.862399386025411729e+01
914,	8.721040792148455978e+01
915,	9.200853844114456592e+01
916,	8.309473990874613492e+01
917,	9.258429694760914686e+01
918,	8.898250199043100395e+01
919,	8.653888290292215402e+01
920,	8.456008163413058298e+01
921,	8.886292740376354971e+01
922,	8.725758810995827730e+01
923,	8.668417462508472227e+01
924,	8.898963368757857495e+01
925,	8.660644571278260173e+01
926,	9.191913619012130710e+01
927,	9.080386391728117701e+01
928,	8.929721661842022229e+01
929,	8.981845913945548432e+01
930,	8.861074271044356010e+01
931,	8.874910927372222602e+01
